bare,10,0.271769
bare,10,0.257763
bare,10,0.250798
bare,10,0.250145
bare,10,0.242297
bare,10,0.272267
bare,10,0.275066
bare,10,0.241456
bare,10,0.251296
bare,10,0.259743
bare,100,2.153142
bare,100,2.514604
bare,100,2.756459
bare,100,2.747265
bare,100,2.716626
bare,100,2.225442
bare,100,2.664957
bare,100,2.756262
bare,100,2.7226
bare,100,2.760008
bare,500,12.559738
bare,500,13.753476
bare,500,13.055663
bare,500,13.728781
bare,500,13.618471
bare,500,13.791924
bare,500,13.14834
bare,500,13.245681
bare,500,13.474663
bare,500,13.700794
bare,1000,27.145957
bare,1000,27.410069
bare,1000,27.380592
bare,1000,27.577036
bare,1000,27.491642
bare,1000,27.23507
bare,1000,27.390881
bare,1000,27.155872
bare,1000,26.990038
bare,1000,27.271752
runc,10,0.226
runc,10,0.255
runc,10,0.225
runc,10,0.26
runc,10,0.201
runc,10,0.27
runc,10,0.225
runc,10,0.233
runc,10,0.227
runc,10,0.253
runc,100,2.68
runc,100,2.707
runc,100,2.726
runc,100,2.761
runc,100,2.741
runc,100,2.759
runc,100,2.684
runc,100,2.77
runc,100,2.69
runc,100,2.759
runc,500,13.552
runc,500,13.819
runc,500,13.65
runc,500,13.589
runc,500,13.632
runc,500,13.708
runc,500,13.654
runc,500,13.654
runc,500,13.823
runc,500,13.648
runc,1000,27.462
runc,1000,27.438
runc,1000,27.529
runc,1000,27.762
runc,1000,27.565
runc,1000,27.768
runc,1000,27.74
runc,1000,27.565
runc,1000,27.74
runc,1000,27.747
runsc_ptrace,10,0.367
runsc_ptrace,10,0.311
runsc_ptrace,10,0.296
runsc_ptrace,10,0.313
runsc_ptrace,10,0.3
runsc_ptrace,10,0.304
runsc_ptrace,10,0.303
runsc_ptrace,10,0.289
runsc_ptrace,10,0.256
runsc_ptrace,10,0.299
runsc_ptrace,100,4.113
runsc_ptrace,100,5.123
runsc_ptrace,100,2.969
runsc_ptrace,100,3.813
runsc_ptrace,100,4.397
runsc_ptrace,100,2.847
runsc_ptrace,100,3.066
runsc_ptrace,100,2.792
runsc_ptrace,100,2.787
runsc_ptrace,100,2.814
runsc_ptrace,500,20.438
runsc_ptrace,500,14.592
runsc_ptrace,500,14.642
runsc_ptrace,500,13.902
runsc_ptrace,500,14.376
runsc_ptrace,500,13.873
runsc_ptrace,500,13.886
runsc_ptrace,500,14.006
runsc_ptrace,500,14.465
runsc_ptrace,500,14.4
runsc_ptrace,1000,30.298
runsc_ptrace,1000,29.705
runsc_ptrace,1000,27.971
runsc_ptrace,1000,28.541
runsc_ptrace,1000,28.26
runsc_ptrace,1000,28.207
runsc_ptrace,1000,28.066
runsc_ptrace,1000,28.033
runsc_ptrace,1000,28.895
runsc_ptrace,1000,27.987
runsc_kvm,10,0.323
runsc_kvm,10,0.267
runsc_kvm,10,0.305
runsc_kvm,10,0.347
runsc_kvm,10,0.325
runsc_kvm,10,0.462
runsc_kvm,10,0.333
runsc_kvm,10,0.286
runsc_kvm,10,0.265
runsc_kvm,10,0.342
runsc_kvm,100,4.169
runsc_kvm,100,3.955
runsc_kvm,100,4.427
runsc_kvm,100,4.468
runsc_kvm,100,3.181
runsc_kvm,100,2.771
runsc_kvm,100,3.284
runsc_kvm,100,3.501
runsc_kvm,100,3.456
runsc_kvm,100,4.977
runsc_kvm,500,13.963
runsc_kvm,500,14.735
runsc_kvm,500,14.593
runsc_kvm,500,14.134
runsc_kvm,500,15.1
runsc_kvm,500,23.138
runsc_kvm,500,14.511
runsc_kvm,500,15.065
runsc_kvm,500,16.811
runsc_kvm,500,17.272
runsc_kvm,1000,42.887
runsc_kvm,1000,44.919
runsc_kvm,1000,44.129
runsc_kvm,1000,34.004
runsc_kvm,1000,32.241
runsc_kvm,1000,32.176
runsc_kvm,1000,43.126
runsc_kvm,1000,33.627
runsc_kvm,1000,31.865
runsc_kvm,1000,34.872
kata,10,0.275
kata,10,0.296
kata,10,0.266
kata,10,0.237
kata,10,0.279
kata,10,0.307
kata,10,0.293
kata,10,0.286
kata,10,0.286
kata,10,0.255
kata,100,2.831
kata,100,2.879
kata,100,2.826
kata,100,2.808
kata,100,2.83
kata,100,2.756
kata,100,2.848
kata,100,2.797
kata,100,2.878
kata,100,2.805
kata,500,14.049
kata,500,13.782
kata,500,13.937
kata,500,13.923
kata,500,13.81
kata,500,13.684
kata,500,13.903
kata,500,13.928
kata,500,13.766
kata,500,13.763
kata,1000,27.3
kata,1000,27.702
kata,1000,27.556
kata,1000,27.642
kata,1000,27.573
kata,1000,27.594
kata,1000,27.529
kata,1000,27.472
kata,1000,27.573
kata,1000,27.681